yr,cluster_id,full_name,country,field,indicator,value
1993,24816239,"blundell, r",United Kingdom,Economics,cum_cit,320
1994,24816239,"blundell, r",United Kingdom,Economics,cum_cit,380
1995,24816239,"blundell, r",United Kingdom,Economics,cum_cit,442
1996,24816239,"blundell, r",United Kingdom,Economics,cum_cit,521
1997,24816239,"blundell, r",United Kingdom,Economics,cum_cit,590
1998,24816239,"blundell, r",United Kingdom,Economics,cum_cit,687
1999,24816239,"blundell, r",United Kingdom,Economics,cum_cit,794
2000,24816239,"blundell, r",United Kingdom,Economics,cum_cit,909
2001,24816239,"blundell, r",United Kingdom,Economics,cum_cit,1064
2002,24816239,"blundell, r",United Kingdom,Economics,cum_cit,1200
2003,24816239,"blundell, r",United Kingdom,Economics,cum_cit,1383
2004,24816239,"blundell, r",United Kingdom,Economics,cum_cit,1598
2005,24816239,"blundell, r",United Kingdom,Economics,cum_cit,1808
2006,24816239,"blundell, r",United Kingdom,Economics,cum_cit,2072
2007,24816239,"blundell, r",United Kingdom,Economics,cum_cit,2367
2008,24816239,"blundell, r",United Kingdom,Economics,cum_cit,2802
2009,24816239,"blundell, r",United Kingdom,Economics,cum_cit,3352
2010,24816239,"blundell, r",United Kingdom,Economics,cum_cit,3959
2011,24816239,"blundell, r",United Kingdom,Economics,cum_cit,4739
2012,24816239,"blundell, r",United Kingdom,Economics,cum_cit,5513
2013,24816239,"blundell, r",United Kingdom,Economics,cum_cit,6407
2014,24816239,"blundell, r",United Kingdom,Economics,cum_cit,7349
2015,24816239,"blundell, r",United Kingdom,Economics,cum_cit,8342
2016,24816239,"blundell, r",United Kingdom,Economics,cum_cit,9452
2017,24816239,"blundell, r",United Kingdom,Economics,cum_cit,10704
2018,24816239,"blundell, r",United Kingdom,Economics,cum_cit,11966
2019,24816239,"blundell, r",United Kingdom,Economics,cum_cit,13412
1980,25143403,"geim, ak",United Kingdom,Physics,cum_cit,0
1981,25143403,"geim, ak",United Kingdom,Physics,cum_cit,0
1982,25143403,"geim, ak",United Kingdom,Physics,cum_cit,0
1983,25143403,"geim, ak",United Kingdom,Physics,cum_cit,1
1984,25143403,"geim, ak",United Kingdom,Physics,cum_cit,1
1985,25143403,"geim, ak",United Kingdom,Physics,cum_cit,1
1986,25143403,"geim, ak",United Kingdom,Physics,cum_cit,2
1987,25143403,"geim, ak",United Kingdom,Physics,cum_cit,2
1988,25143403,"geim, ak",United Kingdom,Physics,cum_cit,2
1989,25143403,"geim, ak",United Kingdom,Physics,cum_cit,2
1990,25143403,"geim, ak",United Kingdom,Physics,cum_cit,3
1991,25143403,"geim, ak",United Kingdom,Physics,cum_cit,5
1992,25143403,"geim, ak",United Kingdom,Physics,cum_cit,20
1993,25143403,"geim, ak",United Kingdom,Physics,cum_cit,52
1994,25143403,"geim, ak",United Kingdom,Physics,cum_cit,144
1995,25143403,"geim, ak",United Kingdom,Physics,cum_cit,231
1996,25143403,"geim, ak",United Kingdom,Physics,cum_cit,348
1997,25143403,"geim, ak",United Kingdom,Physics,cum_cit,442
1998,25143403,"geim, ak",United Kingdom,Physics,cum_cit,565
1999,25143403,"geim, ak",United Kingdom,Physics,cum_cit,688
2000,25143403,"geim, ak",United Kingdom,Physics,cum_cit,872
2001,25143403,"geim, ak",United Kingdom,Physics,cum_cit,1050
2002,25143403,"geim, ak",United Kingdom,Physics,cum_cit,1265
2003,25143403,"geim, ak",United Kingdom,Physics,cum_cit,1420
2004,25143403,"geim, ak",United Kingdom,Physics,cum_cit,1594
2005,25143403,"geim, ak",United Kingdom,Physics,cum_cit,1815
2006,25143403,"geim, ak",United Kingdom,Physics,cum_cit,2395
2007,25143403,"geim, ak",United Kingdom,Physics,cum_cit,4148
2008,25143403,"geim, ak",United Kingdom,Physics,cum_cit,7843
2009,25143403,"geim, ak",United Kingdom,Physics,cum_cit,13768
2010,25143403,"geim, ak",United Kingdom,Physics,cum_cit,23110
2011,25143403,"geim, ak",United Kingdom,Physics,cum_cit,35416
2012,25143403,"geim, ak",United Kingdom,Physics,cum_cit,50789
2013,25143403,"geim, ak",United Kingdom,Physics,cum_cit,67872
2014,25143403,"geim, ak",United Kingdom,Physics,cum_cit,86881
2015,25143403,"geim, ak",United Kingdom,Physics,cum_cit,106669
2016,25143403,"geim, ak",United Kingdom,Physics,cum_cit,127036
2017,25143403,"geim, ak",United Kingdom,Physics,cum_cit,147832
2018,25143403,"geim, ak",United Kingdom,Physics,cum_cit,168042
2019,25143403,"geim, ak",United Kingdom,Physics,cum_cit,187598
1980,25476244,"ferrari, ac",United Kingdom,Physics,cum_cit,0
1981,25476244,"ferrari, ac",United Kingdom,Physics,cum_cit,0
1982,25476244,"ferrari, ac",United Kingdom,Physics,cum_cit,0
1983,25476244,"ferrari, ac",United Kingdom,Physics,cum_cit,0
1984,25476244,"ferrari, ac",United Kingdom,Physics,cum_cit,0
1985,25476244,"ferrari, ac",United Kingdom,Physics,cum_cit,0
1986,25476244,"ferrari, ac",United Kingdom,Physics,cum_cit,0
1987,25476244,"ferrari, ac",United Kingdom,Physics,cum_cit,0
1988,25476244,"ferrari, ac",United Kingdom,Physics,cum_cit,0
1989,25476244,"ferrari, ac",United Kingdom,Physics,cum_cit,0
1990,25476244,"ferrari, ac",United Kingdom,Physics,cum_cit,0
1991,25476244,"ferrari, ac",United Kingdom,Physics,cum_cit,0
1992,25476244,"ferrari, ac",United Kingdom,Physics,cum_cit,0
1993,25476244,"ferrari, ac",United Kingdom,Physics,cum_cit,0
1994,25476244,"ferrari, ac",United Kingdom,Physics,cum_cit,0
1995,25476244,"ferrari, ac",United Kingdom,Physics,cum_cit,0
1996,25476244,"ferrari, ac",United Kingdom,Physics,cum_cit,0
1997,25476244,"ferrari, ac",United Kingdom,Physics,cum_cit,0
1998,25476244,"ferrari, ac",United Kingdom,Physics,cum_cit,6
1999,25476244,"ferrari, ac",United Kingdom,Physics,cum_cit,36
2000,25476244,"ferrari, ac",United Kingdom,Physics,cum_cit,130
2001,25476244,"ferrari, ac",United Kingdom,Physics,cum_cit,312
2002,25476244,"ferrari, ac",United Kingdom,Physics,cum_cit,688
2003,25476244,"ferrari, ac",United Kingdom,Physics,cum_cit,1158
2004,25476244,"ferrari, ac",United Kingdom,Physics,cum_cit,1722
2005,25476244,"ferrari, ac",United Kingdom,Physics,cum_cit,2355
2006,25476244,"ferrari, ac",United Kingdom,Physics,cum_cit,3097
2007,25476244,"ferrari, ac",United Kingdom,Physics,cum_cit,4281
2008,25476244,"ferrari, ac",United Kingdom,Physics,cum_cit,5817
2009,25476244,"ferrari, ac",United Kingdom,Physics,cum_cit,7930
2010,25476244,"ferrari, ac",United Kingdom,Physics,cum_cit,11056
2011,25476244,"ferrari, ac",United Kingdom,Physics,cum_cit,14935
2012,25476244,"ferrari, ac",United Kingdom,Physics,cum_cit,20025
2013,25476244,"ferrari, ac",United Kingdom,Physics,cum_cit,26110
2014,25476244,"ferrari, ac",United Kingdom,Physics,cum_cit,33238
2015,25476244,"ferrari, ac",United Kingdom,Physics,cum_cit,41247
2016,25476244,"ferrari, ac",United Kingdom,Physics,cum_cit,49983
2017,25476244,"ferrari, ac",United Kingdom,Physics,cum_cit,59139
2018,25476244,"ferrari, ac",United Kingdom,Physics,cum_cit,68580
2019,25476244,"ferrari, ac",United Kingdom,Physics,cum_cit,77803
1980,26220541,"jacobsen, kw",Denmark,Physics,cum_cit,0
1981,26220541,"jacobsen, kw",Denmark,Physics,cum_cit,0
1982,26220541,"jacobsen, kw",Denmark,Physics,cum_cit,0
1983,26220541,"jacobsen, kw",Denmark,Physics,cum_cit,0
1984,26220541,"jacobsen, kw",Denmark,Physics,cum_cit,0
1985,26220541,"jacobsen, kw",Denmark,Physics,cum_cit,0
1986,26220541,"jacobsen, kw",Denmark,Physics,cum_cit,0
1987,26220541,"jacobsen, kw",Denmark,Physics,cum_cit,11
1988,26220541,"jacobsen, kw",Denmark,Physics,cum_cit,32
1989,26220541,"jacobsen, kw",Denmark,Physics,cum_cit,92
1990,26220541,"jacobsen, kw",Denmark,Physics,cum_cit,185
1991,26220541,"jacobsen, kw",Denmark,Physics,cum_cit,312
1992,26220541,"jacobsen, kw",Denmark,Physics,cum_cit,446
1993,26220541,"jacobsen, kw",Denmark,Physics,cum_cit,640
1994,26220541,"jacobsen, kw",Denmark,Physics,cum_cit,899
1995,26220541,"jacobsen, kw",Denmark,Physics,cum_cit,1169
1996,26220541,"jacobsen, kw",Denmark,Physics,cum_cit,1555
1997,26220541,"jacobsen, kw",Denmark,Physics,cum_cit,1978
1998,26220541,"jacobsen, kw",Denmark,Physics,cum_cit,2378
1999,26220541,"jacobsen, kw",Denmark,Physics,cum_cit,2799
2000,26220541,"jacobsen, kw",Denmark,Physics,cum_cit,3192
2001,26220541,"jacobsen, kw",Denmark,Physics,cum_cit,3618
2002,26220541,"jacobsen, kw",Denmark,Physics,cum_cit,4088
2003,26220541,"jacobsen, kw",Denmark,Physics,cum_cit,4539
2004,26220541,"jacobsen, kw",Denmark,Physics,cum_cit,5142
2005,26220541,"jacobsen, kw",Denmark,Physics,cum_cit,5731
2006,26220541,"jacobsen, kw",Denmark,Physics,cum_cit,6323
2007,26220541,"jacobsen, kw",Denmark,Physics,cum_cit,6959
2008,26220541,"jacobsen, kw",Denmark,Physics,cum_cit,7691
2009,26220541,"jacobsen, kw",Denmark,Physics,cum_cit,8390
2010,26220541,"jacobsen, kw",Denmark,Physics,cum_cit,9097
2011,26220541,"jacobsen, kw",Denmark,Physics,cum_cit,9942
2012,26220541,"jacobsen, kw",Denmark,Physics,cum_cit,10857
2013,26220541,"jacobsen, kw",Denmark,Physics,cum_cit,11977
2014,26220541,"jacobsen, kw",Denmark,Physics,cum_cit,13226
2015,26220541,"jacobsen, kw",Denmark,Physics,cum_cit,14660
2016,26220541,"jacobsen, kw",Denmark,Physics,cum_cit,16185
2017,26220541,"jacobsen, kw",Denmark,Physics,cum_cit,17829
2018,26220541,"jacobsen, kw",Denmark,Physics,cum_cit,19462
2019,26220541,"jacobsen, kw",Denmark,Physics,cum_cit,21351
1980,26804208,"pendry, jb",United Kingdom,Physics,cum_cit,4
1981,26804208,"pendry, jb",United Kingdom,Physics,cum_cit,49
1982,26804208,"pendry, jb",United Kingdom,Physics,cum_cit,135
1983,26804208,"pendry, jb",United Kingdom,Physics,cum_cit,245
1984,26804208,"pendry, jb",United Kingdom,Physics,cum_cit,346
1985,26804208,"pendry, jb",United Kingdom,Physics,cum_cit,513
1986,26804208,"pendry, jb",United Kingdom,Physics,cum_cit,737
1987,26804208,"pendry, jb",United Kingdom,Physics,cum_cit,954
1988,26804208,"pendry, jb",United Kingdom,Physics,cum_cit,1265
1989,26804208,"pendry, jb",United Kingdom,Physics,cum_cit,1565
1990,26804208,"pendry, jb",United Kingdom,Physics,cum_cit,1832
1991,26804208,"pendry, jb",United Kingdom,Physics,cum_cit,2131
1992,26804208,"pendry, jb",United Kingdom,Physics,cum_cit,2478
1993,26804208,"pendry, jb",United Kingdom,Physics,cum_cit,2942
1994,26804208,"pendry, jb",United Kingdom,Physics,cum_cit,3377
1995,26804208,"pendry, jb",United Kingdom,Physics,cum_cit,3778
1996,26804208,"pendry, jb",United Kingdom,Physics,cum_cit,4142
1997,26804208,"pendry, jb",United Kingdom,Physics,cum_cit,4503
1998,26804208,"pendry, jb",United Kingdom,Physics,cum_cit,4865
1999,26804208,"pendry, jb",United Kingdom,Physics,cum_cit,5331
2000,26804208,"pendry, jb",United Kingdom,Physics,cum_cit,5692
2001,26804208,"pendry, jb",United Kingdom,Physics,cum_cit,6250
2002,26804208,"pendry, jb",United Kingdom,Physics,cum_cit,6880
2003,26804208,"pendry, jb",United Kingdom,Physics,cum_cit,7833
2004,26804208,"pendry, jb",United Kingdom,Physics,cum_cit,9074
2005,26804208,"pendry, jb",United Kingdom,Physics,cum_cit,11035
2006,26804208,"pendry, jb",United Kingdom,Physics,cum_cit,13369
2007,26804208,"pendry, jb",United Kingdom,Physics,cum_cit,16275
2008,26804208,"pendry, jb",United Kingdom,Physics,cum_cit,19923
2009,26804208,"pendry, jb",United Kingdom,Physics,cum_cit,23987
2010,26804208,"pendry, jb",United Kingdom,Physics,cum_cit,27798
2011,26804208,"pendry, jb",United Kingdom,Physics,cum_cit,31941
2012,26804208,"pendry, jb",United Kingdom,Physics,cum_cit,36371
2013,26804208,"pendry, jb",United Kingdom,Physics,cum_cit,40855
2014,26804208,"pendry, jb",United Kingdom,Physics,cum_cit,44944
2015,26804208,"pendry, jb",United Kingdom,Physics,cum_cit,49096
2016,26804208,"pendry, jb",United Kingdom,Physics,cum_cit,53441
2017,26804208,"pendry, jb",United Kingdom,Physics,cum_cit,57283
2018,26804208,"pendry, jb",United Kingdom,Physics,cum_cit,60989
2019,26804208,"pendry, jb",United Kingdom,Physics,cum_cit,64231
1980,27245798,"krebs, fc",Denmark,Physics,cum_cit,0
1981,27245798,"krebs, fc",Denmark,Physics,cum_cit,0
1982,27245798,"krebs, fc",Denmark,Physics,cum_cit,0
1983,27245798,"krebs, fc",Denmark,Physics,cum_cit,0
1984,27245798,"krebs, fc",Denmark,Physics,cum_cit,0
1985,27245798,"krebs, fc",Denmark,Physics,cum_cit,0
1986,27245798,"krebs, fc",Denmark,Physics,cum_cit,0
1987,27245798,"krebs, fc",Denmark,Physics,cum_cit,0
1988,27245798,"krebs, fc",Denmark,Physics,cum_cit,0
1989,27245798,"krebs, fc",Denmark,Physics,cum_cit,0
1990,27245798,"krebs, fc",Denmark,Physics,cum_cit,0
1991,27245798,"krebs, fc",Denmark,Physics,cum_cit,0
1992,27245798,"krebs, fc",Denmark,Physics,cum_cit,0
1993,27245798,"krebs, fc",Denmark,Physics,cum_cit,0
1994,27245798,"krebs, fc",Denmark,Physics,cum_cit,0
1995,27245798,"krebs, fc",Denmark,Physics,cum_cit,0
1996,27245798,"krebs, fc",Denmark,Physics,cum_cit,0
1997,27245798,"krebs, fc",Denmark,Physics,cum_cit,2
1998,27245798,"krebs, fc",Denmark,Physics,cum_cit,6
1999,27245798,"krebs, fc",Denmark,Physics,cum_cit,18
2000,27245798,"krebs, fc",Denmark,Physics,cum_cit,34
2001,27245798,"krebs, fc",Denmark,Physics,cum_cit,56
2002,27245798,"krebs, fc",Denmark,Physics,cum_cit,96
2003,27245798,"krebs, fc",Denmark,Physics,cum_cit,162
2004,27245798,"krebs, fc",Denmark,Physics,cum_cit,264
2005,27245798,"krebs, fc",Denmark,Physics,cum_cit,394
2006,27245798,"krebs, fc",Denmark,Physics,cum_cit,678
2007,27245798,"krebs, fc",Denmark,Physics,cum_cit,1023
2008,27245798,"krebs, fc",Denmark,Physics,cum_cit,1647
2009,27245798,"krebs, fc",Denmark,Physics,cum_cit,2823
2010,27245798,"krebs, fc",Denmark,Physics,cum_cit,4815
2011,27245798,"krebs, fc",Denmark,Physics,cum_cit,7534
2012,27245798,"krebs, fc",Denmark,Physics,cum_cit,10587
2013,27245798,"krebs, fc",Denmark,Physics,cum_cit,14061
2014,27245798,"krebs, fc",Denmark,Physics,cum_cit,18092
2015,27245798,"krebs, fc",Denmark,Physics,cum_cit,21997
2016,27245798,"krebs, fc",Denmark,Physics,cum_cit,25853
2017,27245798,"krebs, fc",Denmark,Physics,cum_cit,28920
2018,27245798,"krebs, fc",Denmark,Physics,cum_cit,31643
2019,27245798,"krebs, fc",Denmark,Physics,cum_cit,34018
1980,27480865,"sovacool, bk",Denmark,Economics,cum_cit,0
1980,27480865,"sovacool, bk",United Kingdom,Economics,cum_cit,0
1981,27480865,"sovacool, bk",Denmark,Economics,cum_cit,0
1981,27480865,"sovacool, bk",United Kingdom,Economics,cum_cit,0
1982,27480865,"sovacool, bk",Denmark,Economics,cum_cit,0
1982,27480865,"sovacool, bk",United Kingdom,Economics,cum_cit,0
1983,27480865,"sovacool, bk",Denmark,Economics,cum_cit,0
1983,27480865,"sovacool, bk",United Kingdom,Economics,cum_cit,0
1984,27480865,"sovacool, bk",Denmark,Economics,cum_cit,0
1984,27480865,"sovacool, bk",United Kingdom,Economics,cum_cit,0
1985,27480865,"sovacool, bk",Denmark,Economics,cum_cit,0
1985,27480865,"sovacool, bk",United Kingdom,Economics,cum_cit,0
1986,27480865,"sovacool, bk",Denmark,Economics,cum_cit,0
1986,27480865,"sovacool, bk",United Kingdom,Economics,cum_cit,0
1987,27480865,"sovacool, bk",Denmark,Economics,cum_cit,0
1987,27480865,"sovacool, bk",United Kingdom,Economics,cum_cit,0
1988,27480865,"sovacool, bk",Denmark,Economics,cum_cit,0
1988,27480865,"sovacool, bk",United Kingdom,Economics,cum_cit,0
1989,27480865,"sovacool, bk",Denmark,Economics,cum_cit,0
1989,27480865,"sovacool, bk",United Kingdom,Economics,cum_cit,0
1990,27480865,"sovacool, bk",Denmark,Economics,cum_cit,0
1990,27480865,"sovacool, bk",United Kingdom,Economics,cum_cit,0
1991,27480865,"sovacool, bk",Denmark,Economics,cum_cit,0
1991,27480865,"sovacool, bk",United Kingdom,Economics,cum_cit,0
1992,27480865,"sovacool, bk",Denmark,Economics,cum_cit,0
1992,27480865,"sovacool, bk",United Kingdom,Economics,cum_cit,0
1993,27480865,"sovacool, bk",Denmark,Economics,cum_cit,0
1993,27480865,"sovacool, bk",United Kingdom,Economics,cum_cit,0
1994,27480865,"sovacool, bk",Denmark,Economics,cum_cit,0
1994,27480865,"sovacool, bk",United Kingdom,Economics,cum_cit,0
1995,27480865,"sovacool, bk",Denmark,Economics,cum_cit,0
1995,27480865,"sovacool, bk",United Kingdom,Economics,cum_cit,0
1996,27480865,"sovacool, bk",Denmark,Economics,cum_cit,0
1996,27480865,"sovacool, bk",United Kingdom,Economics,cum_cit,0
1997,27480865,"sovacool, bk",Denmark,Economics,cum_cit,0
1997,27480865,"sovacool, bk",United Kingdom,Economics,cum_cit,0
1998,27480865,"sovacool, bk",Denmark,Economics,cum_cit,0
1998,27480865,"sovacool, bk",United Kingdom,Economics,cum_cit,0
1999,27480865,"sovacool, bk",Denmark,Economics,cum_cit,0
1999,27480865,"sovacool, bk",United Kingdom,Economics,cum_cit,0
2000,27480865,"sovacool, bk",Denmark,Economics,cum_cit,0
2000,27480865,"sovacool, bk",United Kingdom,Economics,cum_cit,0
2001,27480865,"sovacool, bk",Denmark,Economics,cum_cit,0
2001,27480865,"sovacool, bk",United Kingdom,Economics,cum_cit,0
2002,27480865,"sovacool, bk",Denmark,Economics,cum_cit,0
2002,27480865,"sovacool, bk",United Kingdom,Economics,cum_cit,0
2003,27480865,"sovacool, bk",Denmark,Economics,cum_cit,0
2003,27480865,"sovacool, bk",United Kingdom,Economics,cum_cit,0
2004,27480865,"sovacool, bk",Denmark,Economics,cum_cit,0
2004,27480865,"sovacool, bk",United Kingdom,Economics,cum_cit,0
2005,27480865,"sovacool, bk",Denmark,Economics,cum_cit,0
2005,27480865,"sovacool, bk",United Kingdom,Economics,cum_cit,0
2006,27480865,"sovacool, bk",Denmark,Economics,cum_cit,0
2006,27480865,"sovacool, bk",United Kingdom,Economics,cum_cit,0
2007,27480865,"sovacool, bk",Denmark,Economics,cum_cit,2
2007,27480865,"sovacool, bk",United Kingdom,Economics,cum_cit,4
2008,27480865,"sovacool, bk",Denmark,Economics,cum_cit,11
2008,27480865,"sovacool, bk",United Kingdom,Economics,cum_cit,18
2009,27480865,"sovacool, bk",Denmark,Economics,cum_cit,48
2009,27480865,"sovacool, bk",United Kingdom,Economics,cum_cit,78
2010,27480865,"sovacool, bk",Denmark,Economics,cum_cit,148
2010,27480865,"sovacool, bk",United Kingdom,Economics,cum_cit,218
2011,27480865,"sovacool, bk",Denmark,Economics,cum_cit,403
2011,27480865,"sovacool, bk",United Kingdom,Economics,cum_cit,588
2012,27480865,"sovacool, bk",Denmark,Economics,cum_cit,900
2012,27480865,"sovacool, bk",United Kingdom,Economics,cum_cit,1212
2013,27480865,"sovacool, bk",Denmark,Economics,cum_cit,1579
2013,27480865,"sovacool, bk",United Kingdom,Economics,cum_cit,1946
2014,27480865,"sovacool, bk",Denmark,Economics,cum_cit,2373
2014,27480865,"sovacool, bk",United Kingdom,Economics,cum_cit,2800
2015,27480865,"sovacool, bk",Denmark,Economics,cum_cit,3396
2015,27480865,"sovacool, bk",United Kingdom,Economics,cum_cit,3992
2016,27480865,"sovacool, bk",Denmark,Economics,cum_cit,4770
2016,27480865,"sovacool, bk",United Kingdom,Economics,cum_cit,5548
2017,27480865,"sovacool, bk",Denmark,Economics,cum_cit,6508
2017,27480865,"sovacool, bk",United Kingdom,Economics,cum_cit,7468
2018,27480865,"sovacool, bk",Denmark,Economics,cum_cit,8910
2018,27480865,"sovacool, bk",United Kingdom,Economics,cum_cit,10352
2019,27480865,"sovacool, bk",Denmark,Economics,cum_cit,12006
2019,27480865,"sovacool, bk",United Kingdom,Economics,cum_cit,13660
1980,30610796,"foyer, ch",United Kingdom,Biology,cum_cit,0
1981,30610796,"foyer, ch",United Kingdom,Biology,cum_cit,3
1982,30610796,"foyer, ch",United Kingdom,Biology,cum_cit,15
1983,30610796,"foyer, ch",United Kingdom,Biology,cum_cit,49
1984,30610796,"foyer, ch",United Kingdom,Biology,cum_cit,101
1985,30610796,"foyer, ch",United Kingdom,Biology,cum_cit,148
1986,30610796,"foyer, ch",United Kingdom,Biology,cum_cit,211
1987,30610796,"foyer, ch",United Kingdom,Biology,cum_cit,307
1988,30610796,"foyer, ch",United Kingdom,Biology,cum_cit,386
1989,30610796,"foyer, ch",United Kingdom,Biology,cum_cit,487
1990,30610796,"foyer, ch",United Kingdom,Biology,cum_cit,606
1991,30610796,"foyer, ch",United Kingdom,Biology,cum_cit,680
1992,30610796,"foyer, ch",United Kingdom,Biology,cum_cit,806
1993,30610796,"foyer, ch",United Kingdom,Biology,cum_cit,923
1994,30610796,"foyer, ch",United Kingdom,Biology,cum_cit,1101
1995,30610796,"foyer, ch",United Kingdom,Biology,cum_cit,1279
1996,30610796,"foyer, ch",United Kingdom,Biology,cum_cit,1519
1997,30610796,"foyer, ch",United Kingdom,Biology,cum_cit,1826
1998,30610796,"foyer, ch",United Kingdom,Biology,cum_cit,2220
1999,30610796,"foyer, ch",United Kingdom,Biology,cum_cit,2665
2000,30610796,"foyer, ch",United Kingdom,Biology,cum_cit,3320
2001,30610796,"foyer, ch",United Kingdom,Biology,cum_cit,3943
2002,30610796,"foyer, ch",United Kingdom,Biology,cum_cit,4655
2003,30610796,"foyer, ch",United Kingdom,Biology,cum_cit,5491
2004,30610796,"foyer, ch",United Kingdom,Biology,cum_cit,6433
2005,30610796,"foyer, ch",United Kingdom,Biology,cum_cit,7600
2006,30610796,"foyer, ch",United Kingdom,Biology,cum_cit,8801
2007,30610796,"foyer, ch",United Kingdom,Biology,cum_cit,10039
